Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	Original Name	File Size	SHA256	Required FW	App Version
PCSA00011	US	Gravity Rush	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00011_00/dRICewDJtPZHtBCwPvyzdGdmGGVSLtvrJhEoxtJwhXYCFAVEUmOZaMCqmDyludGWPCrCJxIPINoaWQzBwVBJsnyulhZclhwSFdjnD.pkg	KO5ifR1dQ+eHBlgi6TI0BNkf4BIa7BhgaGZiYWZoYmlmiM9/7+0qOTwd1dcFrXh9wOATQ81ojA9uAABjihOR	UP9000-PCSA00011_00-PDUSAP1648614961	2017-09-26 00:00:00		1522876960	c41bb831ee93b3cefbf1845f1684825d6e61cbec4b4444487579359a2b80c7cf	1.67	1.00
PCSA00012	US	Reality Fighters™	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00012_00/zomoSLYJfplGJPDQevszBRZlUcvByQTTRIHOkdJlmPrPrsLbObDAqFOdekuHjIlXJgXCEloQadLIdpLjztSgHRgFHnJCnKUtSRiYP.pkg	KO5ifR1dQ+eHBlgi6TI0AtkfEuTp6AOzMTTYEZ//nmn2/JBga7h/QWpDZ+7yQk7KQotlA42jg3mkp0cAMrUUxAAA	UP9000-PCSA00012_00-TRIAL00000000USA	2021-06-01 00:18:37	Reality Fighters	600122048	2ccd11735d508fe9b67fc72595647740b463a80d2d9510394e659efc11fff9f9	1.06	1.00
PCSA00014	US	Unit 13	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00014_00/ZavpMEQMoGFVSTHqHRYJFHKOreZUYdNGekooAtLKusofFVLDiOkbXBuaJbbabarJGfnSUNkeMOLghGogLFcVeJdBudjTSLkvEgVpT.pkg	KO5ifR1dQ+eHBlgi6TI0Adkf6ucZYmgc5RkQ4BpkYAg0Aw9Yzi3Ku1b+5fP21ZZbI1UO36AstFg2jKYY2gIApKcVBAAA	UP9000-PCSA00014_00-UNIT13ZIPPER0100	2017-10-21 19:08:53		1221039552	6e7060253f342aab9f2caab55c5a9ecd8ce25dd9f0b2e8cbb744f2f769983b2b	1.06	1.00
PCSA00015	US	WipEout 2048	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00015_00/NYEoaBGfiWymSEVZKxoyrKyBFsZNoFqxdyAIpZayZYuLLbCAArYrYXjPNhKCfXcONmhIZzZEeArycSrjiJOuNMWuWsDONUxMIQtMk.pkg	KO5ifR1dQ+eHBlgi6TI0Bdkf7hng6h8aYmRgYuHkCLQNn/9ufV+01fmzjNSmwuVHnO4dEBuN8cENACqVFcgA	UP9000-PCSA00015_00-WIPEOUT2048BASE0	2017-09-26 00:00:00		1714297664	6809b99f21c7d35f8385b0972d017e5e51ee7878d46c6becb60e39e1d5c89dd6	1.06	1.00
PCSA00017	US	LittleBigPlanet PlayStation Vita	http://ares.dl.playstation.net/cdn/UP9000/PCSA00017_00/aQQgwqthqmqefGAQrrnLoBtPDhZuqbLLilSjmhDQGZUGqDWosiyZkktzrIXWQYdjcFrtPeteHLOLMRjZeWifQVpRRjoTFUwDpwaVZ.pkg	KO5ifR1dg/J5YfzQAEskXYbmIPt9PENCfFydPN0DfBz9XEPC8PmvfTeTiNVRh42O4hdsffa7D/boYB7p6REA8ikTMwAA	UP9000-PCSA00017_00-LITTLEBIGPLANETV	2017-10-20 03:19:11		1169001264	4fa273fa75e54113ef12d798de6d41cb9efb47829a0407c4c697b8c57dc10f42	1.69	1.00
PCSA00027	US	MotorStorm RC	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00027_00/CKVSHujeZAWPPUOFMNrHjptOYukpqxjYGugAwegatzhWKhDKldkpGKPNevBFAweaDLoqcKEWwPHZzBgMJdZWBtMFZLuJxcNCWawlT.pkg	KO5ifR1dQ+eHBlgi6TIyB9kf6usf4h8UDMQQO/H5T451Qd+nDE/DcknvXxvfG4eOxvjgBgD3LBPe	UP9000-PCSA00027_00-UMOTORSTOR000001	2019-01-08 13:28:21		677077696	8d820911ac37c0a062275d429e3c107a12de0e487e495c4eb86d12e679e0dc00	1.52	1.00
PCSA00029	US	Uncharted: Golden Abyss	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00029_00/wOtKmxyFNaYYGHrfdjbXIKngvGymLKRqaQjPmiAHqlOgwsJyeeeGfxreOzKuaRKtUrReMVdgVOFoBomgxpMfdSBJZlYKSeQGWvMxT.pkg	KO5ifR1dQ+eHBlgi6TKyBNlvgAbw+W/1lDNTFP+KX5gd5jTtcMHf+5SFFsuG0RRDWwAAclIVnwAA	UP9000-PCSA00029_00-0000000000000000	2017-10-21 19:09:06		3121105264	5fdac47a8cc2c127fb30c5c906c42e2573ca516b10da546541dde56a02255dd0	1.06	1.00
PCSA00034	US	MotorStorm RC	http://ares.dl.playstation.net/cdn/UP9000/PCSA00034_00/cumCDwiIpODgutrqHWFZvfPMnXTrCvioAZnmckRqEbJookJxsUbtMpYxvtUHLqVPSOBXagYvBOblDmJFPGOTkBQnEqblyvrWGtgeC.pkg	KO5ifR1dQ+eHBlgi6TI2Adkf6usf4h8UDMQQO/H5b+e169ZndqWXJGf9S5WYZRE/yKODeaSnRwBAyxU4	UP9000-PCSA00034_00-UMOTORSTOR000001	2017-10-23 19:49:29		677285888	211e69576f14c2c008c8d0354dffad8f1e85e93c7ad9a1600dd46a968e66dc37	1.52	1.00
PCSA00035	US	Table Soccer	http://ares.dl.playstation.net/cdn/UP9000/PCSA00035_00/LQwFfOZQqsuSnLXTzuQYdqvsrekHQRrbEXbpXPRbjTsmgrrUNTcNQkstyvZTmxnWRiYfahtgXWmcLvjrwjpideOxvbYsZdXjLSOcn.pkg	KO5ifR1dg/J5YfzQAEskXcamIPtDHJ18XIP9nZ1dg0KDQWbgAWK5L/+8VDS+sugAx9y+hM/9ozE+uAEAJ5kVxgAA	UP9000-PCSA00035_00-TABLESOCCERUS000	2018-08-23 01:24:32		191593184	e0262408ece69ed7c52beac4f4bffff55ac6274fb71f50a33126d3db26e98ae7	1.52	1.00
PCSA00036	US	PulzAR	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00036_00/ECbDIGpUczSRQcStszdTxVghAHNOUsaQgybVGMubsTROxsUNnsbTprkDkbcxgGJHUPbSXFTNppIeQWDjDWkawLSJdPBnjDbJLDEXn.pkg	KO5ifR1dQ+eHBlgi6TI2A9kfEOoT5RgUAQf4/DfzsjPb2lAnb8cFk9jCj89IG43xwQ0AUM8UlAAA	UP9000-PCSA00036_00-PULZARXXXXXXXXXX	2018-07-15 23:20:18		139945376	b548a8c61d202d4c03ab19e462776333585ea8fffce16feada5f725a95549fd6	1.67	1.00
PCSA00037	US	Fireworks	http://ares.dl.playstation.net/cdn/UP9000/PCSA00037_00/bbBqaQxizYtwJOzkgpZvJQauvbQQgJyklrAseSYMioUmDvlfQQGSdQkrRoSuPqYSolYXWiHFpyHKDfcTnYNvpscpqobZDSCpswqXu.pkg	KO5ifR1dg/J5YfzQAEskXcbmIPvdPINcw/2DvIOhluLzX8dWlw9qHHPO13d2aR1fvOrsaIwPbgAAGYwVLAAA	UP9000-PCSA00037_00-FIREWORKS0000000	2017-10-29 18:24:06		285776464	25f3bb75b22c819b09629c381ea9b42584dd49c4d3daa93e3bf2a37a173613b2	1.52	1.00
PCSA00038	US	Cliff Diving	http://ares.dl.playstation.net/cdn/UP9000/PCSA00038_00/VntIbVDHiyCXgGuykgblxuLmzEapKMOaOooorOIMaGZlVURlIrQIncvCeQNKUVvpOKyOvDFbdlLIDaHFNLePAqjVWqvnanPvJrqow.pkg	KO5ifR1dg/J5YfzQAEskXcYWIPudfTzd3Fw8wzz9wDYb4vOfglj0jCOryttVy8/wnndilBuN8cENAC1sEsoA	UP9000-PCSA00038_00-CLIFFDIVING00001	2017-09-26 00:00:00		419257600	809284aef752a68de02164452e93bc32c1c39b5c0411ad66b15ac5801f4891e2	1.52	1.00
PCSA00042	US	Facebook	http://ares.dl.playstation.net/cdn/UP9000/PCSA00042_00/OOCpLLsNRWqwzlprxWPUnMfDVVXcHalWVdWbCLWDsYAzvLuIldBuUsNOuGiliBsPzCBsYvrEIqEGmRWqnlrYLwTxVztsmCRdBZABL.pkg	KO5ifR1dg/J5YfzQAEskXSZGIPvdnAxcQw3cQn18QDYCzcADNB9+sE6p2KjB6fK9dL2j6t/RGB/cAAAf+hQA	UP9000-PCSA00042_00-FB0EU0FULL000100	2017-09-26 00:00:00		11912704	a23acc23175efebfd2e0d986d13373233028cdcc26015286791f262736d3ff8e	1.60	1.00
PCSA00044	US	Skype	http://ares.dl.playstation.net/cdn/UP9000/PCSA00044_00/pmBBLhzyrpUbdEKeLbMMquYVzFkfTdSGbDnrcNCPGBhnvUVNCEdJrZRRbkTmiBmuLSuboFuDdFSaIiXyTwFGwJnIbHpOJtCKOiKBU.pkg	KO5ifR1dg/J5YfzQAEskXSYmIPuDvSMDXAOCwzxDHMGW4vPfxZ97TzhsZF8dIb/3hvf+yRdHY3xwAwDlWhY2	UP9000-PCSA00044_00-SKYPEPSVITA00000	2018-02-14 23:03:57		9607648	743606f0f49d430e15670dbbc08d8a99612bde72ae59e28060ece26adc90c299	1.66	1.00
PCSA00045	US	LiveTweet for PlayStation Vita	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00045_00/ahPauQDFGSHebjTunswwhkEMPKavxxfykYJjYTUCoxXRgMwjDFJKEKTuwIbINgBiRVuggleSdhIEEEekYJfJRNWbiFDDgEHncGJzL.pkg	KO5ifR1dQ+eHBlgi6TIxBdlvgAbw+e/ujVa+v5MVTx36NLNJfbtIw2iMD24AALjuFHEA	UP9000-PCSA00045_00-0000000000000000	2017-10-20 05:24:28		3633632	0e3fb7d826a6229f6e1983bc53d75dbd65da173c988c7cebb24aac9c9a3d5a93	1.60	1.00
PCSA00046	US	Flickr	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00046_00/HjksVeWLxkAQUfqWPGgTjFbfPcGCpEtbIEWMfqRtKVKNMzvdLdJiPeiBZhgGUYFrvRGTyzngKWXMEpYtngaMgLZZpoAmKqPkIYEQk.pkg	KO5ifR1dQ+eHBlgi6TIxA9lvgAbw+W+6xibJ9rjLs+0mvbS2PpxxfjTGBzcAAAr7E3QA	UP9000-PCSA00046_00-0000000000000000	2017-10-20 05:24:42		7170240	3bd26530417a542a15235963035a9ad065f84445dcf9b07f1d75f0964681342f	1.52	1.00
PCSA00047	US	foursquare	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00047_00/gUxlHcPovNVipVGzitpZGRPnfYkMzUTbUkZapTHUXKytcaiUGDkzThHoETcqsSkXXOrcpNfOfkiXoFCbdZBGIjrjleIHsZBKUysGR.pkg	KO5ifR1dQ+eHBlgi6TIxB9kfhQbw+U+F+WeSm+N28SlM0pGTOjdPH43xwQ0A8n4UVQAA	UP9000-PCSA00047_00-ZZZZZZZZZZZZZZZZ	2021-03-25 12:24:49	foursquare	4704464	4aa8de3c3396bbd76eb6e459623a449c1808c711869daf18fa0f71174ae73b6b	1.60	1.00
PCSA00048	US	Table Top Tanks	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00048_00/qXTgdpkXJbsuZpOpbzHjxwFPSdZIIChSIsJnDqWMWfmQTNLilNPxFTkEKIcsQHlliaFKNwIPiZEtsGHJUDYaBOedytxyTbGQfqqKW.pkg	KO5ifR1dQ+eHBlgi6TKxANkf4ujk4xriHxDi6OcdDLQTn//mGdpOulZUJ6LAudu+gk9i6miMD24AAAbvEqsA	UP9000-PCSA00048_00-TABLETOPTANKS001	2018-08-16 16:03:27		113553232	684516b66ec496bf7159e3c2edd48891e0074dd85b6e33f21ca4ac2c663d4673	1.67	1.00
PCSA00050	US	Frobisher Says!	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00050_00/uJOOTYmMAaxoXqmLgUmcADKrhNznmAiQorTjPsLwxteqVMdyFHrMOILoOnsPWQLeAGCGozRqwNjYJztwimbNpdipOCeaVbBQjhIWi.pkg	KO5ifR1dQ+eHBlgi6YLY7xbk7+QZ7OEaFOwYGQy0E5//tMQZepMefZuQ8XNvmoyV6I/RGB/cAADNOxRd	UP9000-PCSA00050_00-FROBISHERSAYS001	2017-09-26 00:00:00		487465232	e9d3b81f1a2359e82d1e999ab7ae68f6580309f01c9d71466952d8769f0c19d1	1.69	1.00
PCSA00052	US	Resistance: Burning Skies Augmented Reality Monument Viewer	http://ares.dl.playstation.net/cdn/UP9000/PCSA00052_00/KYFMjKADvmaCydfnohnkIxKAEuuGrYatBlLQMSeavBYVxqIcUeTjGVWWzkgXzQMvvEQosMgxkpSCqdnDwlHAqUHhCcpIIimmPiXvP.pkg	KO5ifR1dg/J5YfzQAEskXaZGIPuDXIM9g0Ocgh2Dwjxdw12D8PlPwUX40Ffb0CNvIh/wttgu4RyN8cENAADRFG4A	UP9000-PCSA00052_00-RESISTBSARVIEWER	2019-02-28 21:30:33		73939536	1d8bbd2521af77881e1b47bb8975db6766ce177d0b5d573587b0a101c1fb26c5	1.61	1.00
PCSA00059	US	Paint Park	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00059_00/qkWPAKHIMpxVfgHlihCfcweufgimgvPkJzjqibZKaNKjiPzGcXOQHaZsCgUWqKOrklgDuKlvGnSMKegpyleDZHkfEoUXjQTCCHKrJ.pkg	KO5ifR1dQ+eHBlgi6TK1BNkf4OjpFxLgGOQdGgy2E5//mI/fldnc8zez+O7jiicMonyjMT64AQCPMxTP	UP9000-PCSA00059_00-PAINTPARKUS00001	2017-10-24 03:07:00		38659008	473aad0acc0b60b3cfa9d36439ff9ab1fbcc3217c4caa4aa9dd0aab06b39e580	1.61	1.00
PCSA00060	US	Treasure Park	http://ares.dl.playstation.net/cdn/UP9000/PCSA00060_00/PqKAFuhxBpNpgdrjpMZNddfyoBzKJqfFJLlbWDGBwvTZOgifylqyAWIrZhDhGCXRyhVrICgegIHCzHcmklJUWsSonSAGeMzqbTBCa.pkg	KO5ifR1dg/J5YfzQAEskXWZg+0OCXB2DQ4NcAxyDvEODDQzx+W8/l3fyccYb26Osnj4OfPDh6WiMD24AAP6fFkcA	UP9000-PCSA00060_00-TREASUREPARKUS01	2017-09-26 00:00:00		12069680	c04e5e2d94b527b463500720b8d1e7b529a2718a6c70c3ed73e5596a9c126a07	1.67	1.00
PCSA00062	US	YouTube	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00062_00/gETJDikuyGeiMebxWiJRzsHIaidTspprDeLojCHPhHhjKTzEIJxhXnAkdfNBrqAvkwkOFtMKlYehgGKGytdGfHfJqMWpeOoBzlynA.pkg	KO5ifR1dQ+eHBlgi6TIzAtkf6R8aEurkCrcUn/+cVlte0dn9qIn9vInGLPW5U0djfHADAKJCE7MA	UP9000-PCSA00062_00-YOUTUBE000000000	2017-11-01 07:36:27		4757744	60dbb2b7f4e86d284d1f3c63ba72c7c816a42bd504236a8d1048a9a619ef02ae	1.67	1.00
PCSA00063	US	Resistance: Burning Skies (POR)	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00063_00/HCKuClatxfvgsowonXWbdTPumGMNNBYtcYXfvnqGcuXjhTieahOMUaZlPxWghMtIIZVEplIillkqDVRchKZSOqHRiTzunkoqNwjRw.pkg	KO5ifR1dQ+eHBlgi6TIzBtkf5BrsGRzi6OfsGuYZ4hjsiM9/m8T3bLbkZODsTLwyLatKv2qQRwfzSE+PAIInE40A	UP9000-PCSA00063_00-RESISTANCEVITASA	2017-11-29 12:54:36		3051027040	3a5bfba3d006a7e7596ad382432094097bee6076147439e8b4b5a1794d2658e4	1.67	1.00
PCSA00064	US	Table Ice Hockey	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00064_00/WolZjuMIsHknVEgfVzUpRmazWhtDzrWzHtdOBPvdttdddyvaulMRnTgUznMWMKrFIwFcyPXjaSsvMaswRDNDCZgkGNasdEicyVUvc.pkg	KO5ifR1dQ+eHBlgi6TIzAdkf4ujk4+rh7+ztGhkaDDIDD0gtM+YvYJDtOnXs8ILawLqM0Rgf3AAAo7YTrAAA	UP9000-PCSA00064_00-TABLEHOCKEYUS000	2018-08-16 16:02:50		53380640	cdb01abd145e0877c8db93e1abed6f1a37ede9300bcd8448a1cca1c445fd4528	1.69	1.00
PCSA00067	US	Wake-up Club	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00067_00/OrjBtJfRUxllHoFnGiVIivhYcVJzKSLJjPpKTGcIFyeiWroeHKztmdrMxulWTyrjjaaURdJQSupetliyrWrOajFFBVXBhXtvJsDcy.pkg	KO5ifR1dQ+eHBlgi6TIzB9kPtggIjIDAGAjw+e/jivWseSesrVcKt6r9v9MdNBrjgxsAAF/CE6EA	UP9000-PCSA00067_00-0000111122223333	2017-09-26 00:00:00		109162224	ec8cd811a939ff9b16fea12b248e52c0ec35d44863e276c3af54cc77aadef4f4	1.80	1.00
PCSA00068	US	Sly Cooper: Thieves in Time	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00068_00/OSTySHQMhGQTXtddicQVeXEOxHRuEAwmsdMfkxNyySXoMZhLuifqupTDxCFSzBGssoydoWhRJhKycMDwfTgzdCBQhBkulUwpXsvJW.pkg	KO5ifR1dQ+eHBlgi6TKzANlvgAbw+e9wXo9fvtP3xkm1Hn/rnVbfH43xwQ0AZ4UURQAA	UP9000-PCSA00068_00-0000000000000000	2017-09-26 00:00:00		3507559088	36da219c3a7220efc1bd40c19a488de9fca7dd4f7fa30dc414604547031bac85	1.80	1.00
PCSA00069	US	PlayStation All-Stars Battle Royale	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00069_00/mBVejqMYkZJvUjsYKORyYFEnTWhtnWazRbDeUgQotQgIfwEocGKVzjLfeNjKCmywkvygQAAVOqAyciILvMFbbadFKoPqREpAqSUkI.pkg	KO5ifR1dQ+eHBlgi6TKzBNkf4OgUFOQaEhAcBrEUn//CT/7R9hKQXrtN5XPOtJzLapSFFssGGkcH80hPjwCHyRTw	UP9000-PCSA00069_00-PABRRETPSV000000	2017-09-26 00:00:00		1428645904	452712a5948a143ad936dfc633df101ca6c17ffb55470721c494eded049ea9ed	1.80	1.00
PCSA00074	US	Table Mini Golf	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00074_00/IMKrSzaLxWSjBubODqQbewGaORcXojvztRndKtJwimeirlYlDgkaUYCLZDYoGRreGDTMddxNdjXjnKfGuuKNqxYhTDlWzXfvseWUG.pkg	KO5ifR1dQ+eHBlgi6TI3Adkf4ujk4+ru7+MWGgy2FJ//RMyuXY/Resv7c86s1E2r9+4bjfHBDQCXrBV6	UP9000-PCSA00074_00-TABLEGOLFUS00000	2018-08-16 16:01:52		156510080	317ffd7234af8462c351581d32413cf573302c4204f826626feab12199d69b14	2.05	1.00
PCSA00075	US	When Vikings Attack!	http://ares.dl.playstation.net/cdn/UP9000/PCSA00075_00/pfiXCJDTlZCVaSBhhMgqaXKarlputCDyeIwOUpVvswLzXYFAmEGblDRwXqQEgPIagsPVHueWAtWJIqCJfkSBpAlEJEObaGOuMmslT.pkg	KO5ifR1dg/J5YfzQAEskXeamIPvDPL09/dyDHUNCHJ29gXbi85/i4vv+B7IvvnwQrdrQtdH3+iCPDuaRnh4Be7gV+AAA	UP9000-PCSA00075_00-VIKINGSATTACK001	2017-10-25 00:37:58		600889264	2d3c701334accb1401861d9618f987ed4c06d141ff7be4ed641ff78ac3bc108c	1.80	1.00
PCSA00079	US	Smart as	http://ares.dl.playstation.net/cdn/UP9000/PCSA00079_00/XcfFbrPGwbfuyKPgZYciBxDXwHOXVFzrxoeQJYTxagNhlRJfxyuWyEuKXrPKmZSGwOfRQjOROESuvCKmiuMwhUuYsGbFKGEPzLkIr.pkg	KO5ifR1dQ+eHBlgi6TK3BNkf7OsYFOIY7O7o6wq2E6//Dm0+2rRupbUS4/2Mr0v+Th3k0cE80tMjAPSqFbAA	UP9000-PCSA00079_00-SMARTASGAME00001	2017-09-26 00:00:00		1456648080	f1a4d68418f4a19e7e599e7f3c726bf7b23d388af28e5f01bed78dd943448853	1.80	1.00
PCSA00080	US	Jak and Daxter Collection	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00080_00/BxwBUWJDsRDOTHBvDbTAEVsoEXQzBdjHgnMIGVBIfvpUCNWeNHCcyhrHBQDIwTnQSbWDJBqImUCUFiGLCsYNVYjXgFiomTAcLkbUE.pkg	KO5ifR1dQ+eHBlgi6bIA2w9keDl6O/v7+Lg6h3j6++HzX9gh5hhuWe1nv8JfX4oRCJAYjfHBDQAJ8hNQ	UP9000-PCSA00080_00-000JAKCOLLECTION	2017-09-26 00:00:00		3208722112	478a805bff84ee35d66aba7c0ea71dbd4278881e21b4072d7ccdf21d4e46bdc3	2.05	1.00
